"id","sample_name","project","type_project","ammo_type","sample_type","sample_source"
545,abf39b93bf22235511386be2d90e12562359f9a393eebcc73cebc36498015c80,"0ba1fd0a0efc8d010e63ebc716106615f83707c9c3f06ba6cb8994d5ce9ddf4c",zaak,,,
557,"747b6383c835c73b4473610b4efb5bcb4db14f2cd4efc5297c07b758442735f1",d5118479dd92d70e721cc91e650bb8d77512e5a49bfb9e60dc14f131714c95ff,zaak,"04dd4854ea41796184a2163160634c2d917309e2aeec86854b9f5db6d3cf4424",cartridge,
563,"3aa132db9e2b066283029b5492e0196f6512ed2cf536972264948180233617d2","238cc1a92b7f042b72969b14b8408e4c0f34adce7dbb9c1ef3ee2eb49e8ebbfe",zaak,,,
566,"3ee1e90597bbcfabbde6b8703d94941d0d7948c33b1171297b99da201e8c167d","7c815d6ecbffb8ba614998afb9b612b5484f2e2f6bf5c72fdd862e04c9759040",zaak,,,
572,"69f467d37c714761249b735b28bd8f7aac980310dfa79b121712fc1f152e1c1f","5a5f036427026caf7ce37ae7191b07b95a9b23b1f6b228fd17cd9dcca97296ca",zaak,,,
575,"28cb427cc3784126f7fcee403a11f0900f89dc280de13bd62b3c9f15dce71a52",c3c2b2bcbbcf5a8277d518ca079765a7ca3075cd3d36a4101bce36984e2d4379,zaak,"8e03e9ba26aa6aa3a293c8c02b1ecc12803c4dbb508a7d17deee5b35d56fe61f",cartridge,
580,"2877aa968ab2300e9b8298703be35d14b34720b25f29b20f384c41e9d7d27403",e93bf3d932bb2100ad8a058d78b72f1691b2846efbe3fe2f4718fe1d130ddf2b,zaak,,,
583,"14cacb7e64d43ac14a67d1cd4792a5fd1893a2002a382e64127369b7a7b8e04d","18c196aec9947c8d83cd9b3923b3b0aa67f13b07e48483189d4854309ebc901d",zaak,,,
590,af5b696c9e0922137b9f6f2f3b00f83bdc153720e258526531ea27c4214f20ec,"2912e520fbb3b43193cb42d90874d69dc3145dbb7c724951fffc76ffd4e33265",zaak,,,
603,f09a953a3ccfe89eb0701746ff555c7be3a0a81ce8b90b07a2bc96105f5a2513,c0009863e57b2adebbe0c531a3ec32084edac542c03f4b89c492941d85fedc44,zaak,,,
609,"49976dba11d33f781a5c1a676604813a2be5ae0077a7f600e12602ff95b7f86a","1b9830c2318c6a1559475f42b7822e3356f1cf14f80ac8aebb4eb4c25e5112d0",zaak,,,
615,"680fea499dc944c9dae79784fcc374242a914769b25e6a857b01c7471353d83e",c83cfbaebd2f3cd08f7d01edf8de84afd3201522e3f4466f61c9d9a7e97b504a,zaak,,,
617,"2545a774602a03a6b0f9b1a229d491b51bf8a3d1c92b26eb90fcf5d4d8186ca1","1c489690147ae05a3f457d31ed5cc2e48f9d59587fa06ba5613c1724b5fd332f",zaak,"2d5a6765fbb42cf38e31383588d45b3773b592b23aad068c0577e7a5de24da5d",cartridge,
621,"20d161b1754dadc7d945c2342ad2586f74e44f8903452867b102fe8f0cff2cf1","054dc8f45e15657981a517433edf96d8fa161b74e75aa15015cbcdbf132fb3ba",zaak,,,
641,b486c51e8acb7d1e2b252ead271e37e1a0982c0ee461eb6aad39bce37de95545,"92bc0560147f8322f6fe144cc84848b1fae1ad450a452e5ca8545f8a8448e758",zaak,fdbd6ccfd13da13e72d0cb8ab493baa9244912ce8578c99a9ddeb8abf762a800,cartridge,
643,af4ea6416e4d1d76e46ec58c69fa6d0841dfaa5ce5bf5a908742cac11b3d2d5f,"492fed4eb91b984236c4844c807ffab053bd61331527c8b674cfb6cdcffa7b7f",zaak,,,
656,cb1cf9a1a7ded641000cfa090a666f47251e446aac22dc74ea9697d41459b101,"15e7f42de730c3ad33b3371764dfc9a567791e443d58c0d8eab7d91bfe8ae520",zaak,"438bd35ce4f142aa1343b6f771465c150aa3d67f85d2f9a0769cf7ace8657a94",cartridge,
657,aa7849cf15a4e0d62b1f6e7cf0434b0294fabbd1bc779c00172b9e0467de9f40,"83e2b01b662df52983602a41adcd8574f4da23e27890671e08d49ce45d726dbb",zaak,,,
663,"20fb1b5b452e77ac9ffa1c5a568f2c8eb1f4734e63c3af9148e1aff3bb8aae5b",db38a84c83c5a3c4275126479ed48be875e22e9832919ff8ee1cb26df27e6323,zaak,,,
669,ffb30070d2b7304fb38abedf8963cc18600f02d7da14b524800c6f6dd41410e9,cb55440559ff81b280427df0d70c3b7ceeafa23c2158bb5df2b1780e109b5fd0,zaak,,,
680,"79062370e6cf9d36096edadae7edf8892b42f358489dd7e5b5f2b3c8d20872c1","5a5f036427026caf7ce37ae7191b07b95a9b23b1f6b228fd17cd9dcca97296ca",zaak,,,
684,"3899a0ec30ecedd968e1515096e5d64b406a3c1e471d92f463444d3d2cc89cff","694abf54c59fe5dd5c5aec342e70b2dfb58100bfe3b25f13b4f06e5596715615",zaak,,,
692,"601383b6d9e0a355ffcf3411c1e3dbed85f43273d35f9733d13a8aa956d80780",e93bf3d932bb2100ad8a058d78b72f1691b2846efbe3fe2f4718fe1d130ddf2b,zaak,,,
700,"3ec852aaf8d29e0b34c48b6056ecd7165fa7f1c5c44496d948590ac2cfcb4dfd","2ba4f60467944cdfd7222eb4d43b45e3630b1084eed9079566f1db797dc24309",zaak,,,
709,e6e4db3fe17d7aeff82ed083f6f2b2ed2d593bba8d1f676ba2ba80f9e058969c,"9a64329659b39110537fd6e5a1b4d5e70cd7f1cc833760979934ffefac3c042a",zaak,,,
715,"2d1b0616b55d889ea7a0119fa22dd0e0fafb590ab0d716ed89ad5511a32deeca",eb3089229ac56c710c781c29052aece419c553521d64fe8193eaee4a54e2500a,R&D,,,
727,"6dd0be243a90caa10a723072b0b289cf637b54f529c24277fae4d2d26055f7cd",eca3a9f7b0f6b6f9e91f3c002c73a741390d18fc95b5f6daf33480ec91a44b9a,zaak,,,
742,"44466ca3a8a028f6d7be83051f5b4adb1c474274f2a05edd92385c243801a916","492fed4eb91b984236c4844c807ffab053bd61331527c8b674cfb6cdcffa7b7f",zaak,,,
744,"413b7beaf4bd2300bd22d9d09e052f699a3bfd05514e6400f0d7c2c0781d2945",d550e13e28e42eabfd32c3a9f283c290e410033bb7fd8e49335d992dda1b8602,zaak,,,
748,"0d4472243dc51fa6ad404377100ccad52a98d6ff9fea6e6ba926f7a9328c3287","159eb29e29b28e3a28de14e62d7b1b0436ccefbb025ab9eb19b0e59b42eb61af",zaak,"7c57127df9deefc54751dad871ccfadfcc8b1fc9b538e1b8723b06a841322864",cartridge,
763,"927e5ffbe1dceb499e28fab74cb6a4349e318bd3d9991c0e7083df5bc1b13f9f",bb2e83920b215be5fc5781aa41371877c0fac709ff59209deb96b584ae721896,zaak,,,
790,"83420d9f2ee20fd9d9034ebae2e5a3f985ab42fe1ca97a681a65ad4eacc31076","38ed664b42a28e4e782a7945b4e8c6bf8282844799bf6ca6daa85167e2b210ce",zaak,,,
792,"290ef576d309171edea6a058f1eb6dad7bc290b42244a2048a0c1baa5baf0c8b","7f73bf9dcd511a2a18a680a633b208d0faa8b8d134c257d67495483e962dfa39",zaak,,,
793,"59b79e5deed02791a9e50feef550a8d80ef3fc105c277c8e519346abd75029ac","07131aa64b20ba5c54afd44af74eb31b74750c26cf806749a637dfdb063306eb",R&D,,,
795,b41c2fb9e483e1c3dc53b995e5734d6c137be25f1550372191bdd088a8c437f2,"92bc0560147f8322f6fe144cc84848b1fae1ad450a452e5ca8545f8a8448e758",zaak,fdbd6ccfd13da13e72d0cb8ab493baa9244912ce8578c99a9ddeb8abf762a800,cartridge,
799,"90aedf5970661bf1e83f7ce48e22c55b99a0649f2c452cbb3aca959f40e8a851","6a23db6bc88d4a504b817b82b5856cc39188d8636e30f8b1d11ce34e928a3d5a",zaak,,,
804,"46a72d558e10dfae73c62472ffe5a41faf2fd732d744ddc035267b4315b452ce","3abd0eed48733c59ec332f2e910d3ef6dfd5c996ed61aa071430fd0c4ff2935d",zaak,,,
805,d0d230018a339d23bdfecd94022c5bb3a7efe3f6f2446806d7a096b5aa9151ec,"9f64aabd1ef7f039a65a1f8abfe4d665eac5c1f8aadd1bd389ad06c730cde49d",zaak,,,
818,"936f1a0edf0ae49d6626e9c041963fe0415829ce78e90102aa2b8b641b77df72","8a03904c6d0815699039f52efee512aaea8ddbefe0e1dcc2d626ef3befb4096a",zaak,,,
822,"31a3c780485b206a475267b2b41026b3538b2c44ddc0f96f805bb395b44278d5","9d85bf41e50bea5895650b5904f5b33626b2f02e898886b2e4fc45968663dd07",zaak,,,
824,f9607063b4d14f4c72740cff724986a0ffb394b8c1070ab89ece186d963fdb5d,bbe581fd46bfbf8c48ff4fa05a689db889c99531a5bf97d93a23363493b2df07,zaak,,,
827,ffb30070d2b7304fb38abedf8963cc18600f02d7da14b524800c6f6dd41410e9,f7a2a2c4def01510f91399ed7265c8bd717b653c682bce706e929e80a65caf9e,zaak,,,
844,"8316577de0372822be6720726c4b7a96254f83e15619ffca2d553aaee7c1ba31","6d47a3bef20a6831f0858f47ba7a7f79bf3fbcfc13f54fe997b272235d41899d",zaak,,,
872,"23829be646e5dddd3036f64998a2b90b117b02f5fd37b664399904e0d0dac52a","81893c56d57295b71c60919e07fbb8914e85eee33afa608b4a157156303d75f4",zaak,,,
883,"1990ff9bd5c94e64d254114efccd7cfce97d7e4301e4db6b9cfd1ec220de8a40","25045363eb3c2e0522a6346baa7f982adb6b2cfab6c269346ce0d6557a54f46d",zaak,,,
893,"49976dba11d33f781a5c1a676604813a2be5ae0077a7f600e12602ff95b7f86a","2cce480c330878203b04087a2764dfc848917d56bb7a9460f3d58734bdae6d66",R&D,,,
904,"85ea54230afa230ce772ccda3c6c7e37dbf3f59b0840c2b512b8873e0fc10946","372dd8990ac0343d994de941a9ec1b3496dd5e443ce211884fee78bc9759b2ea",R&D,,,
934,bdc167300e6da88f6833edb7876527d7ef223f49fdf9c3d0a0eb6d9a4563cb77,"889a02211f0b0bc8c2eec7360ce7d52a56e707507a827413e925d52f7a31c304",R&D,,,
935,"8316577de0372822be6720726c4b7a96254f83e15619ffca2d553aaee7c1ba31","209ce222825965eeb7d3e9228ea6734ce270ad3ac177feeee2562f13e5738005",zaak,,,
942,"03a1b0d6ace0883311790d1e99a790c90356ae197f72726df62e7ccf06effde8","7f73bf9dcd511a2a18a680a633b208d0faa8b8d134c257d67495483e962dfa39",zaak,,,
946,"247abcd3a233378f5a7924892ce698deee9839fdb01e2d4a0cf951c32c84a91a","2207b5fc69cbdffb5e5ebddb2e7016caaedc5d8e6869279d6242f929c2c72a12",zaak,,,
947,cea473db0b7eabf00496aad4da3deb99fda3ea5a4587c13760fd1b0f2da602e9,f4b2b4ef5875653ecc38dc9b75cc378d3644b32abf396d42f881b6e17bc1ea62,zaak,,,
950,"8d92203e4e9a18c3d8ffad0c27dd05f4ab5b50164b6f4a4cb43ce50a46363fb2","58bca93183c5fd86378704b5e8501ea90809d34fa212ffbcf1d787378aff6330",zaak,,,
951,"254637f72efcddb6a545bccbd0c3bb84e6393647deb5fd344de6584ccc1e743c","80fce14bfeef54677fef8150ecf5a685f744a84b2b340b79dfcee3da64950e84",zaak,,,
964,"49976dba11d33f781a5c1a676604813a2be5ae0077a7f600e12602ff95b7f86a","71231218c518a4cdd7030e4737320ddf37ec99f4ab4a8f8d0dc7668e777c84b7",zaak,,,
969,"82b10c850e2c3a8af88c56080838deacdf0db8d730f3c09b987c1ac20833c1cd","7c7dc1aeec2342bbb79777aad9aeb098cc1d2742ee67c08008bfb33818ca24ef",zaak,,,
975,c4bda81f6affa017fa63575ad0b269b001858d7b5f6e4df5e67e07fe85cdd213,dc657f5b112d2e5af35565386d11a2094766b6cfe287f74c03e26b76d9e294eb,R&D,,,
988,"00e305fdbe3fefa8bf62cb3a57fb6e9588b9b91621b40ab1f98b3c8149b62371",f2bc12a16de47449b3f18252ef0d47e1b32d9543e14c5adcd3baa172d733cbb1,zaak,,,
1008,"2b564724d5af80b3ed09e20e3a995580d2f7ad529a28a268361b7a58987746b1","09918585a2da36f50fb9605d8b4ae1c85a8ea495d993d61f5e6a02f1fa1ec946",zaak,"8213e72800865a80d2aad91750e0043abade0b153d3d022a4e254bb436789194",cartridge,
1022,"79dbe45a9dbab9c2769d2699822a3e6c8e97c69afe597017fe68e9ad96d07ee7",e4724597048d147b1997552e09d3b20a20bbbb8efcea45122f41a078f30eb240,zaak,,,
1034,d3bb3777f49d179e82250d9731650d0d71cdeaa8747a13ef332148f62ba57eee,a4955ebc35ecca03ba9e5a18286c97faa1c239c1a4ea8f2ac20a70d8b317c88c,zaak,"357ae3c1a85adab4443775bdfc26d9304caf47c188b1becedff659e7b1b5cec0",cartridge,
1037,f4d40759a04441b5288d80414741efcc7a0c43f30aec5cc48a3c3f582eda4743,"3c0af776c29a3395628b268a8c5eac6b19e139603c25fb538704f8a997778df1",R&D,,,
1057,"78621d3124feb89be3ce48c9492e31322a9a48067aa0ae294f6064e0334cdb40","9d85bf41e50bea5895650b5904f5b33626b2f02e898886b2e4fc45968663dd07",zaak,,,
1061,f09a953a3ccfe89eb0701746ff555c7be3a0a81ce8b90b07a2bc96105f5a2513,c239bf1525b5fc50418ad355b8c2e76380ce3f8d6a53ba03795e4d2ae0f862bf,zaak,,,
1065,"680fea499dc944c9dae79784fcc374242a914769b25e6a857b01c7471353d83e","2526db7afccdb5396f09a7c2c87900093abaa3c6d3fe83a3f82ca339d6a2655d",zaak,,,
1078,"1990ff9bd5c94e64d254114efccd7cfce97d7e4301e4db6b9cfd1ec220de8a40","5adc9dd142cd69b862d54611cf5b1bed0eafe4c476064ca28f891723883f64f9",zaak,,,
1085,d79e6c8c15ac3b26a947a252b4e124a59d01afd38b577433c6f89bce0a9d720e,"973a7de490b12e41070e34902022413fc23c25ae5a44edccfc8425d2d2c63699",zaak,,,
1093,f65563753a672e07d6725badc90f6bf883c95967205a9caee410a4be96c2f4e5,ffd77c2b7b03f0169ba0fe879b889c994d44ec4ce2990fad08793afa2e0a6f83,zaak,,,
1123,a14ca4f012c7d703ee7d0d1419ebfe75bf9ee610becc9f7a00cedffbe9c5ff83,cb1cc4986e477f482c1e204a215a521d0971c801e87d74423e4d57ef31815497,zaak,,,
1127,"4cd56b2cf7314209faf65485a3f158f76194c345c37c837bfec9a0072ae2a6de","9dae113d2b3710ea87b27150857d35696db17ee10721962adf2d7de151b05e16",zaak,,,
1137,"247abcd3a233378f5a7924892ce698deee9839fdb01e2d4a0cf951c32c84a91a","050e7e4edda0484bdc0a48c59f9123af452d562831f55c4248e8bd6fab89fc79",zaak,,,
1139,ca652e33475458be1368ed3e898ac301c4463f8d4388b076a9ee6df637e764f8,"1c71394face79af0bb8c52cf1e4ecba19b9d5c4c73a07b991ca3a3a5fb3e4f7d",zaak,,,
1146,"773e0b61af354cf2b2dd877bd81bf5eb3d2bed72a1c9aad83a04ca2505248ad7","2a38b002199cf1b4b35ee536f4b987e94004d46168a8f0385cf1d57e8cf33948",zaak,,,
1149,b10d599dabffbc9e9333700fbf6ae40bc788f45724bd1e8bceeaa1408198d4aa,d6440bb7f1c4c6d424a592de9ae464f11d6d3ab828c126a8db7169dd04de1e22,zaak,,,
1170,"5e5be3167f18de3d090b5935cf878b5ac24fdcd72c6a094fdbbe8ed5a77180c6","128f1801837127efde8eba03870c8aa993f0cc0b4d417aadb2b5a42a59bcc258",zaak,"15195dbce08ff9cf9023e9291dc038aefcba814c62b3bcb81c5436f0a5456f08",cartridge,
2282,"8d62fc0ef5579dd2462e67fe98f7f8332b16a1a45b1999b9cc016728c49d4981","83468348fdf50305be27a6b4cd69cea719b9f19da01c6586e4b94ca32d905f43",zaak,,,
1178,"8d24da75aa507b179a8d54b2f3239ef319a075c201bd5c1542c47d0ddda940d0","4bfeb7598685ee207bf716c46787a5442a2b8a174047c034d6f54689054e2ffd",zaak,,,
1182,bcb4a3a14e939906684adb70d4cbeb1fbedf5891ee89f4396ae2c7f6a6841734,baa8b7b3d178c2b6de6166a658f94083ab60a7e27a6a7b623471dfc483e8616b,zaak,,,
1190,f178cbd2fb2fc6327aa13de86e09d0a2df1b47bc60629a5fb89fc5d7ce04986e,d520c20dada71a5cf9af5071a73df7d0640d51bc47a138c115017aa23d8b9137,zaak,,,
1196,"84be04a7071e34951ff5ec316ef11c81c8c63cc2016b20cf86e6646748a87126","8c858c9db93f6e60a2226d13ca4ca817ceece752e4d1c17803a2e0d4d8a7e674",zaak,,,
1204,b0544b375fccde8ac239c53238e5b3acadc01aee9b5502bd621b4382be7d3c46,"2c1f4be24c9edbe713a4637a83d59f013fabc05f18873c87b647c811b5448cde",zaak,,,
1207,"062edeedf6e3a7f0ca7ca454dad108edf39f43623046d376fd9388f713d3908c","5c919abc572b2c6ffb4a494418eeea6ece56591c4fde4f2d1945a69406cfa1ed",zaak,"3655861728dc508cb1246c8c7e5d896941879b2ed717f0cceef52cce83e293d6",cartridge,
1209,"01c01070e701daf890e663bcbe16f2b27baa91f156a5fd0e1d8294da235d3472","15fe33a77d51fd9a9634512e11c3c848d026ba9946e8ed39875c2da3ec264b8c",zaak,,,
1210,"39ee3482482ce00e11b9e91bada110df664230937c070d1866a84a5f6bb7f53d","372dd8990ac0343d994de941a9ec1b3496dd5e443ce211884fee78bc9759b2ea",R&D,,,
1213,"50db0a2483760c071119e52fc8e1d67242dc295b77a463bd8be7ade3333404ce","80bff04924986f63e09b7fd785172a251b4128f4d1b82404d8feda9a8d8a64f1",zaak,"783d4e2990ce70cf2c88a10c3d7d5aa4b65ec35384542a721c756b42f98b0794",cartridge,
1215,"5fa0dcf1a9fcee23b8dd3ed4645cfced3c0c825ebe17b23419e6cf77ae56d1a8","5c919abc572b2c6ffb4a494418eeea6ece56591c4fde4f2d1945a69406cfa1ed",zaak,"1aebbcce9159959c9922c3cef77fdb9bf3120c7a25698fdcd225e046483ccad1",cartridge,
1239,fbfb6a0b9a26100d877fd0a3582268e549a3216ad9f9300e876ac5d864b116d2,"18660868d2eb3a7375fff158414c91652ddd9af4adc605cca030e31f11046b80",zaak,,,
1240,"5ca6e06674f33bebc479153af7f255bc1b4404f608a9ff6f99f0013987c61d8a",d520c20dada71a5cf9af5071a73df7d0640d51bc47a138c115017aa23d8b9137,zaak,,,
1241,"773e0b61af354cf2b2dd877bd81bf5eb3d2bed72a1c9aad83a04ca2505248ad7","43e25fecbbc97827aa65d0eaf12ddb64c0f0c88f9fac038d6c805db4470ad8b3",zaak,,,
1248,"49976dba11d33f781a5c1a676604813a2be5ae0077a7f600e12602ff95b7f86a",b60e7a4f04b671820780a19d17bc802e2f71fb57ca4a6da93586480baf2992bd,zaak,,,
1249,d0faa54f9a886e00dd2ce940e76a66f31db29e159d68ba723bc02b1e2c80ec58,a5d3dffb70c53405592bfa213e90f3c35dfcc10d6ffecec562a40d2caa92ccd1,zaak,,,
1251,bcb4a3a14e939906684adb70d4cbeb1fbedf5891ee89f4396ae2c7f6a6841734,"81893c56d57295b71c60919e07fbb8914e85eee33afa608b4a157156303d75f4",zaak,,,
1252,"983a34762c3e48550f6bb597dd118e3975b43c883b669563dcfa5405d8473f06","96e5513b6b8228629b8fb08019e526e269554f2c40626b4d14b0f7e071cbd280",zaak,,,
1254,"7d72bab926f59ce68eae5a29ffbfa66c2ca1f3291a494fad2a1bb16ec5b204ca",ae5ec4409274b54d112d843f53723322aa544d3da603407450c6c04b1cf8085e,zaak,,,
1257,"559aead08264d5795d3909718cdd05abd49572e84fe55590eef31a88a08fdffd",bd735b7f9a7cd5c3dd10c5d617e5c7601b3a35a5ce3894f2530d7cccf727cce3,zaak,,,
1274,"6d43251c09305f3ad2998db07038d927cc9fa348e847d0c9e441777130a092b8","1dbe20b31533ecc2262278ffc692499d8e0f99592a749ea5c28b5c15ff81afab",zaak,,,
1278,"43f2089c74ec0ddbd66a7431b06ef728d5affe64634da14aeae04c4592349a9e",a4955ebc35ecca03ba9e5a18286c97faa1c239c1a4ea8f2ac20a70d8b317c88c,zaak,"1d541a9b93a0e632828823a44d21a8e6994496eb9e6e6d72156afa550eabcf37",cartridge,
1337,db5a13dab67d14c2b1d0f1940e5350ca6e59bc5f60390b7e30bf3a1cd8384cac,"372dd8990ac0343d994de941a9ec1b3496dd5e443ce211884fee78bc9759b2ea",R&D,,,
1344,"01dc9cbe72cf5869fe3ea39ec1d549a69b780d2298b0a717c7e8aa65c2e3929a","96e5513b6b8228629b8fb08019e526e269554f2c40626b4d14b0f7e071cbd280",zaak,,,
1352,"247abcd3a233378f5a7924892ce698deee9839fdb01e2d4a0cf951c32c84a91a",a94eff969f98ff6162b655c764bdcd8ae2342fa631204e065c0f51082eada19f,zaak,,,
1359,"9186792bbad8db8cf82f377c474414f4fbb3b1b1ad9dc10c47d8b7b522d35ad3","757d4ad02561e1cc97d4de33cd1bd4b47e2a865668dbd7c4c126a3528287ed42",zaak,,,
1369,"77ab56f67906b12a212900711fba531405a5c3cfda742086e0fc214a269fc363","372dd8990ac0343d994de941a9ec1b3496dd5e443ce211884fee78bc9759b2ea",R&D,,,
1383,ba9d38e78c0d1aa1068ea8c2596ce0b5339275d45b3cda369110eb829c4da9e4,"6a23db6bc88d4a504b817b82b5856cc39188d8636e30f8b1d11ce34e928a3d5a",zaak,,,
1390,"349e5520729ecc1593a39765d21a8b6188649e5e1acb393485b18f46d7d8d239","80bff04924986f63e09b7fd785172a251b4128f4d1b82404d8feda9a8d8a64f1",zaak,"67efa5be2286a226f40c7fee67c5258cebb97877ba90b06552e6df0db4e8b6e8",cartridge,
1393,"971e0333840f215e723869665144ca40a405cb7aa7d57f8d7db26cf5c8d4af7c",cae7e8d684b9ed754960c71556001b257c1f100301f8aab017c4cbc1a2837d39,R&D,,,
1394,"2eebab56a743318e38b9dbd1b453919b903d170eed8e7187a94201d3cf841a16",fd8ce665dfee55f687f3312e0ee234063bd57918bf27fb48cbf7cc8e66bc00c3,zaak,,,
1395,"1bb7117ae7ea6b78fb384f92559a700b9d46e164098ae67034b17c99aa8b8475","2cce480c330878203b04087a2764dfc848917d56bb7a9460f3d58734bdae6d66",R&D,,,
1402,"8d62fc0ef5579dd2462e67fe98f7f8332b16a1a45b1999b9cc016728c49d4981",cb1cc4986e477f482c1e204a215a521d0971c801e87d74423e4d57ef31815497,zaak,,,
1405,f2637bb846ceb3911abcf2137ea5927096a9613fbabc79081a63890cfdf481d0,"8239bcbcfd7a1ecb36bd650bfad427c73134959057d5efaebb7561a0fb715817",zaak,,,
1406,"964af170767543158fd1b5c47a1ff2bbec7d1813625d840d500dfb6cf83261ad",cf052f0787659ac987d08d56c13a36a529776850cc1fe230e48c0d74eda2d82c,zaak,,,
1408,"60afd95bb7defa3eeea4b5d0f8513a51d7e834062cc527a2a4e9852fb52b58f6","372dd8990ac0343d994de941a9ec1b3496dd5e443ce211884fee78bc9759b2ea",R&D,,,
